outcome,carat,cut,color,clarity,depth,table,price,x,y,z,a1,a2,a3,a4,a5,b1,b2,b3,b4,b5,a6,a7,a8,a9,a10,b6,b7,b8,b9,b10
1,0.5,Very Good,G,VVS2,60.5,62,1715,5.07,5.14,3.09,0.890499191125855,0.577900458592922,0.419661437859759,0.746281524188817,0.0639011058956385,0.620055365143344,0.350599695928395,0.417409297311679,0.0119866160675883,0.244630018947646,0.173403477983758,-0.303439966187824,-0.807594222265391,-0.599284351912363,-2.39057860156756,-0.381879865521722,-1.0002914035312,-1.22791804582799,-0.0853740847882414,1.14314248336089
0,0.71,Very Good,G,VS2,63.1,56,2462,5.58,5.77,3.58,0.375027470756322,0.277098919963464,0.135777969844639,0.0535291966516525,0.124137373175472,0.0617285158950836,0.0825721567962319,0.0856979109812528,0.417806035839021,0.206705654971302,-0.149549969518934,-0.97505040825749,-0.016862467842531,-0.0935168342777577,-0.284599432628511,-0.737086854606276,1.3817739476266,0.894183853189881,1.80583240166516,0.298711004369268
1,0.51,Very Good,E,SI2,58.3,61.9,1180,5.19,5.2,3.04,0.557271617464721,0.61328399553895,0.69215231994167,0.25093451119028,0.34559563966468,0.825285896891728,0.518565181642771,0.338606504024938,0.544217673828825,0.444317213958129,0.232715229909246,-0.128753578475241,1.79175711860782,0.328336394528497,-0.0664653226404666,0.504215182731337,-0.860753579565966,-0.829966877814241,-2.20827867188515,-2.40338593852995
0,1.41,Good,G,SI1,63.7,57,7738,7.13,7.03,4.51,0.191192894475535,0.72959939436987,0.708851233357564,0.0892659069504589,0.646817591739819,0.1181730912067,0.612050288822502,0.286309885326773,0.378644969314337,0.14395866682753,-0.144381806383096,0.0105769135867573,-0.480970581658627,-0.315144043115833,-2.04104130606795,-1.30542903233532,-0.0590741774815146,0.685918374209816,0.286263771639236,1.08944419045395
0,0.91,Premium,D,SI1,60.2,58,4816,6.31,6.28,3.79,0.119716284796596,0.594708105316386,0.727607898646966,0.590782274259254,0.786573702469468,0.724224207457155,0.145491212839261,0.627297600498423,0.530616495059803,0.913279071450233,0.50143401972653,1.37357954538294,0.0968878833783616,0.330607561537608,0.848747096771139,0.446425637370778,-1.33567273538221,1.12212378977239,1.03234953529935,-0.699152153836334
1,0.3,Ideal,G,IF,61,57,863,4.31,4.34,2.64,0.633651282405481,0.29487186903134,0.854248994030058,0.326927591115236,0.288633070420474,0.910717900842428,0.975146912038326,0.632080518873408,0.654312523314729,0.246860763058066,-0.114346108969413,0.974497917756772,0.181289904248629,0.474255617919089,-0.394401743079969,-0.708481532135994,-0.41898311369735,-0.972845524706503,-0.341667088295225,0.0560193484095929
1,0.41,Ideal,J,VS1,62.8,56,707,4.73,4.79,2.99,0.638317997800186,0.455642542103306,0.237013477133587,0.825077150715515,0.25678058504127,0.0715451894793659,0.647482106694952,0.627198695903644,0.218220616923645,0.97061737976037,0.832852405269286,-0.351906713820265,-1.60550225865084,-0.622539752204519,-0.112881834629858,-0.879538285050098,1.04866682355227,0.0482136399379882,-0.599676690780529,-1.34882732424212
0,0.96,Premium,E,SI2,58.2,58,4462,6.52,6.47,3.78,0.74791103717871,0.688812233041972,0.990996982902288,0.454987976932898,0.0465958365239203,0.87735597952269,0.428220752859488,0.630203811451793,0.325342952739447,0.875224154675379,0.860098434946997,0.110428850050992,-1.15735796282979,-0.993675694753015,-1.06408902507026,-1.85316293541708,0.264701871421835,0.150280939518508,0.538245918976462,0.872790965702353
0,0.7,Premium,H,VS1,60.2,56,2435,5.78,5.71,3.46,0.0024841045960784,0.828858757857233,0.027562944451347,0.22006201185286,0.522225767141208,0.777588929515332,0.840758609585464,0.916279090335593,0.967390891863033,0.769188111880794,-0.239123468472419,-0.104604841466184,1.39432326109556,1.26467913761183,1.36948907284389,0.470897473534855,-0.439022786623215,0.466394134341394,2.02288686327827,0.840120056751712
1,0.5,Very Good,G,VS2,60.3,58,1354,5.15,5.19,3.12,0.0964576259721071,0.559453030116856,0.391893020598218,0.718428288120776,0.340015337569639,0.292057775892317,0.123384977923706,0.312901507597417,0.520215563941747,0.333928670268506,-0.545484840568219,-0.395088642044923,0.308477936216104,-0.193014696713238,1.32841351727262,1.45111693887622,-0.210788028511076,0.537032120175326,1.85572671380316,-0.853537188969057
0,1.01,Good,E,VS1,63.4,58,7234,6.36,6.38,4.04,0.14762896578759,0.76325600896962,0.0832584495656192,0.0732752138283104,0.704790126765147,0.791223427513614,0.0770136420615017,0.640476170927286,0.420278591103852,0.616288586286828,-0.399991967654635,-0.570061543349564,0.0947462922312367,0.197708199376092,-0.687540718541518,-0.937786831811587,1.0620254044848,0.705302283524756,0.758683044100599,1.79630578854275
0,0.51,Very Good,F,VS2,60.6,60,1601,5.18,5.22,3.15,0.175023954128847,0.274096491513774,0.129968839231879,0.990879234392196,0.778042636811733,0.957135484553874,0.942738445010036,0.488343353616074,0.239930353360251,0.44723391183652,2.21536304609724,1.87537336023007,0.458201203569987,-0.201256285621681,0.669483453178936,1.95481872983124,1.11585774619373,1.35292925188124,1.14435221425056,0.691353042931072
0,0.7,Fair,D,SI1,66,56,2093,5.45,5.52,3.62,0.582554652588442,0.265145077370107,0.0922486910130829,0.0596682706382126,0.608055360382423,0.404313541948795,0.0761056153569371,0.412493780022487,0.480480568483472,0.985312492819503,0.309140964465853,0.290800292171384,0.557266561608927,0.392347111708181,-0.770689881310415,0.248276265926361,-0.124758069896826,-0.370613934777312,-0.193727060091404,-0.014650732212713
0,0.74,Good,H,VS2,63,57,2327,5.72,5.77,3.62,0.530048325192183,0.920555765507743,0.461484516039491,0.203102718805894,0.97329869447276,0.284575034631416,0.0973231559619308,0.387198992073536,0.527093281736597,0.358972943155095,0.156445915400615,0.501044219506588,-0.0329746831968783,-0.535014771083718,0.33427580127698,0.35768018058771,-1.50537558193385,-0.480557504821756,0.122452789397902,-0.926719365915149
1,0.32,Ideal,E,VVS2,60.8,57,1080,4.46,4.42,2.7,0.426843638764694,0.147731563774869,0.0793943754397333,0.759506147354841,0.996361416531727,0.178805073723197,0.894503511255607,0.535852300468832,0.198140466352925,0.908015014836565,0.911013407103616,-0.150525536487978,-0.652672524177567,-0.164156444640877,-0.193583908426584,-0.103310668719728,-1.24657378535662,0.420805018309551,-0.830146195697856,-0.0530611599919069
1,1.21,Ideal,J,SI1,60.4,54,5232,6.86,6.89,4.15,0.873910625930876,0.364056494086981,0.161734684603289,0.703460787190124,0.566563080996275,0.768085443647578,0.00486002257093787,0.934523426694795,0.0493196926545352,0.109837749972939,0.305506015977085,-0.100749562462319,0.705735700838352,0.250968224086771,0.612493007842956,-2.06406883913221,0.8909313387271,-0.530665249321428,0.0345796194271712,0.144831354500925
1,0.5,Very Good,E,SI2,63.2,61,1097,5.05,5.02,3.18,0.838510065572336,0.287632771767676,0.428769834572449,0.691633447539061,0.782965673599392,0.436372669180855,0.593016989994794,0.422851148527116,0.677447805646807,0.227602212224156,0.825893343032836,-0.549167973925862,-0.0753581492627456,0.128732122869049,-0.378993473958576,-1.63127096637173,-0.685944261580143,-0.229572942757215,0.922631128791884,0.605930876700653
0,0.59,Very Good,F,VS2,62.9,55,1622,5.32,5.39,3.37,0.48249587463215,0.450458211824298,0.648663748521358,0.213396322913468,0.725188335636631,0.560477341292426,0.405320216203108,0.369533913210034,0.715042152907699,0.987338974373415,-0.528520045387251,-0.0376845740870486,1.67635846021114,0.651134720191278,-0.517630775571851,-0.791514503923732,0.33841616962874,1.13061182234075,0.700766316364656,0.914071214291902
0,0.5,Very Good,F,SI2,62.4,56,1147,5.08,5.12,3.18,0.760238755028695,0.571814880473539,0.429218595381826,0.889147401088849,0.92371319164522,0.816185070667416,0.405245357425883,0.746042611077428,0.434750150889158,0.514363132417202,-0.67019408593988,-0.782847153018861,-0.0995274135162275,1.12193891636198,-0.948319741101956,-1.0292018212821,-1.79147764746876,-0.449259589053177,-1.35983197911427,-0.818640977040653
0,1.15,Ideal,D,VS2,61,57,10546,6.76,6.78,4.13,0.532248046947643,0.0146192996762693,0.00956233940087259,0.35505692078732,0.371458668494597,0.446064972085878,0.316824708599597,0.826526927761734,0.56320160953328,0.303474279353395,-0.153292637290347,-1.224738341991,1.15568241939551,0.918731532473606,-0.227099086903771,-0.681520821359682,-0.99654754405228,-0.632798719494732,0.38567931832089,-0.182342590923833
0,0.9,Good,H,SI2,62.4,61,3160,6.03,6.11,3.79,0.632511944975704,0.233233696548268,0.347251241328195,0.925643480150029,0.476702184183523,0.0353140190709382,0.883877735817805,0.936173852765933,0.240245586959645,0.922564918641001,0.228860525370145,0.904729595969652,0.473329539674176,0.649925327269606,0.492472564316663,-0.222899241177356,0.500197130067363,-1.17047496806082,-1.61139004951535,0.20837722808759
0,0.76,Fair,H,VVS2,64.8,57,2699,5.67,5.81,3.71,0.074678311124444,0.946781678358093,0.784478826913983,0.187020871555433,0.0301289698109031,0.521633701398969,0.446330069098622,0.822170515311882,0.334911740617827,0.819124800851569,-0.938284521816184,1.21327600603071,1.06115635442434,0.748591980332511,-1.13141694329962,-0.766541347198188,-0.526006217868328,-0.122488006056614,-1.42654507213023,0.144764262356768
0,0.31,Ideal,D,SI1,62.3,54,571,4.33,4.37,2.71,0.221930732717738,0.602517464198172,0.608115829294547,0.67737407842651,0.0616880692541599,0.69693892961368,0.919233312131837,0.0163705162703991,0.843781421659514,0.294308715732768,0.396185962605654,-0.428510262788191,-0.658985344722525,-1.57312500176651,-1.04876788953598,0.227061845948469,-1.16006136203368,-0.42423351854705,-0.109618535108036,-0.223205554518415
0,0.63,Ideal,D,VVS2,62.6,56,2962,5.47,5.49,3.43,0.917340431595221,0.383775937836617,0.746684856479988,0.493725433014333,0.406182608567178,0.508957882877439,0.949258686043322,0.438673171913251,0.337712611537427,0.170317494077608,-0.510455608526076,0.153718951786113,-0.671336779901332,-1.29464670843889,-1.4569712328747,-0.810777066244477,0.482182909766446,-0.0343019070007001,0.601470296676521,1.16740031442516
1,0.33,Ideal,G,VVS2,61.7,55,730,4.46,4.49,2.76,0.622385456459597,0.838480223668739,0.0307829887606204,0.271188915008679,0.401079090079293,0.492537830257788,0.311441549798474,0.956195974489674,0.378390025813133,0.155661888187751,0.153439616695191,0.529388365872921,0.638023571713563,1.0733631083472,0.086971472145568,-0.312073557860169,0.0600931333875324,0.606418161712453,-1.12810852648716,-0.724716426645285
0,1.02,Ideal,G,VS2,62.5,55,6418,6.43,6.49,4.04,0.382108955644071,0.9709993370343,0.100262542022392,0.171347985044122,0.784980747383088,0.00769658107310534,0.26711046602577,0.306797228753567,0.0223458637483418,0.283512953901663,-0.0681720981040776,0.53428589987113,0.485404533556541,1.2632983465566,0.802405211854157,0.750865636514758,0.854825421869612,0.31592163235916,0.139879031021217,-1.07832739350866
0,1.13,Premium,H,SI1,60.9,59,5050,6.79,6.7,4.11,0.427519195014611,0.14897721586749,0.861557130003348,0.207068725721911,0.332643382716924,0.0745806116610766,0.378610213054344,0.556303503224626,0.0329744359478354,0.167064919834957,0.849633217897235,1.02151530216424,-0.819102122150601,-0.700670448636209,0.478339412359781,-0.131157470210934,-0.763342224407372,-0.0759710825380803,-0.0312040349323436,0.0660401175434879
0,0.7,Very Good,I,VS2,61.8,59,2200,5.67,5.73,3.52,0.126015780959278,0.841279039392248,0.477755679981783,0.306953503284603,0.278974092332646,0.995571672450751,0.559954652329907,0.124071193160489,0.389850108651444,0.525719069177285,0.724773298477191,0.223660025963842,-0.625668016034584,1.38041035485878,0.0351623540209322,0.0169248430854907,1.08686293803258,0.324431012579234,2.15319461625083,0.806184864888604
1,2.03,Ideal,I,SI2,61.1,56,11172,8.22,8.17,5.01,0.260136961936951,0.280705727869645,0.133429489796981,0.176129195839167,0.448884921148419,0.922310877824202,0.176913154078648,0.497733771800995,0.472343065077439,0.340860346099362,-0.329120955564591,-1.23403326706518,-0.640954160520981,0.593147182307948,0.473346073019442,0.021488982412067,-1.46067897338101,-1.13027524543579,0.319008127624377,0.0993756588791453
0,0.3,Premium,G,VVS1,60.5,59,789,4.33,4.36,2.63,0.933479651575908,0.0381333408877254,0.919202993856743,0.122627857141197,0.658217241521925,0.557634371332824,0.757575958268717,0.946863938355818,0.492629902204499,0.537282592616975,0.458091138970583,0.813838341152335,1.54707717794029,-0.456617202141771,0.607427346713575,-0.666374001012186,-0.246844399872972,0.127217714676041,-0.968963451615447,0.349760987805847
0,0.51,Ideal,G,VS1,61.2,55,1634,5.15,5.19,3.16,0.346929048188031,0.397298691561446,0.823390676407144,0.401283609913662,0.463788330787793,0.348549816291779,0.0407847610767931,0.967482379171997,0.453829690581188,0.598304373212159,1.06471173619786,0.0377350797584715,-0.114267759482959,0.818926180983478,0.548214151719685,-0.0515381944057827,0.00768071897438252,-0.0559157176243134,-0.547722904889043,-0.989807287507225
1,1.05,Very Good,D,VS2,59.7,58,7794,6.56,6.63,3.94,0.676057077711448,0.148210196057335,0.3179119839333,0.478066737297922,0.726014230865985,0.107358118519187,0.572001300752163,0.953776854090393,0.562208505813032,0.616224892437458,0.291903260387554,-0.194828139183393,0.265504227057535,-1.57093265153515,-1.55473994566858,-1.17092193191503,-0.902876420770748,0.309316125675083,-1.03381513624936,-1.56772506379301
0,1,Premium,F,VVS2,59.9,60,8448,6.46,6.5,3.88,0.882141481386498,0.194000803167,0.615807787049562,0.644348757341504,0.855465473840013,0.762857478810474,0.820303710177541,0.269865119596943,0.734716339269653,0.294995849952102,-0.683507953657659,0.613400911068123,0.999793769992401,1.6638601920476,0.418105659230829,-0.165871468539842,-0.0577386565177282,-0.141763841345237,-1.80182577419115,-1.02864451943594
0,0.31,Ideal,H,SI1,62.7,56,446,4.33,4.38,2.73,0.723332187859342,0.375312135089189,0.741172716487199,0.0155163519084454,0.325406978838146,0.928756423760206,0.0168412507046014,0.616619121516123,0.227633813628927,0.830154560506344,-1.87491760405933,-1.1352348615818,0.000242975737642759,1.6318461052414,1.01378663561562,1.08386667882952,0.337572850955587,-0.0295451850165034,-0.198077678549203,-0.269605192404575
0,0.3,Ideal,I,VVS2,61.8,56,529,4.31,4.33,2.67,0.829102644464001,0.508561712224037,0.730062867281959,0.175196602242067,0.367595133371651,0.099998737918213,0.0119889401830733,0.457298245979473,0.769990130560473,0.00744667649269104,-0.813552975004087,-0.501197908969634,-2.57068293130854,-1.47467845768804,-0.493111729876414,1.33032791381826,1.05761117473488,-0.553596815972722,-1.02834390106325,-0.980545339969883
0,0.51,Good,F,SI1,63.1,54,1220,5.06,5.12,3.21,0.3172353124246,0.446567049482837,0.67851907433942,0.257169599412009,0.929028659826145,0.468695335788652,0.71705874055624,0.288381879217923,0.81448308727704,0.0628142524510622,-1.5064916121514,0.335457328226079,-0.540756372707296,0.0856614003252088,-0.599199051173521,0.329245881864389,0.192099353172813,0.493311141796444,-0.315816819337385,-0.706784376597274
1,0.7,Good,E,SI1,63.2,57,2496,5.61,5.63,3.55,0.748715856578201,0.278407559730113,0.338694711448625,0.966755642322823,0.0202914967667311,0.498134973691776,0.544947711750865,0.327094813808799,0.296572420280427,0.372788306325674,0.189429876131887,0.438978819614586,0.597580923817117,1.33049822754565,1.18572585676274,0.320190267045887,0.529181392706494,0.423582297593832,-0.326809954078579,-0.0134072948405407
1,0.53,Premium,E,SI1,62.1,58,1395,5.11,5.19,3.2,0.658320842776448,0.16772445384413,0.316917542368174,0.212335909251124,0.963662215741351,0.54804404778406,0.516449393238872,0.590690467040986,0.0425512162037194,0.137260996038094,-1.01213048207997,-1.00574656661595,-1.25634366308803,-2.11496579461061,-0.865934046053697,-0.313135426292982,0.962810247563543,0.347533703589079,-1.61816570899391,-1.0783709404241
0,1.2,Ideal,J,VS2,61.8,55,5318,6.84,6.86,4.23,0.291569278808311,0.918884768150747,0.814875983633101,0.86770760640502,0.177786780055612,0.546642295317724,0.109922058414668,0.0349447219632566,0.267863055458292,0.301030303817242,-0.0338695220715198,-0.790022249472914,-0.399093453639847,-0.136765687565567,-0.663693948693455,0.0806986602681072,-0.205199744051362,-0.548941114640454,-0.20355057640627,0.0631753800332762
1,1.23,Premium,J,VS1,60.1,60,5304,6.95,6.9,4.16,0.459181448211893,0.269138590665534,0.973104625009,0.113978832960129,0.243454931303859,0.753916768589988,0.0696660971734673,0.78230853099376,0.0657668027561158,0.246184027055278,-0.174367259532049,-0.498776022183456,0.0919287956519495,-0.825406635327843,-1.18890148848415,0.23069370438858,-2.03980502302596,0.202334796967619,1.22953510819172,1.27327887618151
1,0.33,Very Good,G,VVS2,60,63,965,4.49,4.45,2.68,0.477923611178994,0.51589317410253,0.25204374268651,0.891883626347408,0.107583319069818,0.676450663246214,0.202271559508517,0.261303862323985,0.942141566891223,0.277246893849224,1.60311661392589,2.31963990873502,0.485861970122937,2.14685620864862,2.78723175250023,1.61408778361097,0.461455458244272,2.41373000154672,1.86711485799468,-0.206527442526377
1,0.51,Premium,D,SI1,61,60,1687,5.18,5.15,3.15,0.0140884497668594,0.701186354504898,0.572047132067382,0.377263359259814,0.896390095353127,0.509297419339418,0.580807749414817,0.625608384609222,0.273473420413211,0.224397070938721,-0.355643877748045,-1.27296933660723,0.645909065120429,0.618851596741071,0.890869186933157,-0.077693474569608,-0.717988361492344,-1.29909365442824,0.504698947452978,-0.405055817686795
1,0.7,Very Good,G,VS2,63.4,58,2338,5.63,5.57,3.55,0.457076237536967,0.862459180876613,0.664823322789744,0.699546506162733,0.144549645949155,0.573243527440354,0.295738023705781,0.663586579961702,0.836930565303192,0.20866261748597,-0.361897762892158,-0.543505610531835,-0.708616867378467,-0.412911988064117,-0.420598634271171,0.0779111165946643,-0.70721414498878,1.7942365722107,0.926285393047385,1.17972050678735
0,1.78,Very Good,D,SI2,63.4,60,10730,7.67,7.61,4.85,0.0984836872667074,0.802526048617438,0.640786243136972,0.872255072230473,0.670637204544619,0.0622149831615388,0.912849269574508,0.458778078202158,0.138304154388607,0.190159265184775,0.435773311048318,-0.387872902936022,0.286624842811595,1.06071893696804,2.00467463842371,2.21331418575628,2.46695139946936,0.120207521959159,1.03818738365518,0.452320732191101
1,1.5,Ideal,I,VVS2,61.7,55,10646,7.32,7.39,4.54,0.488014437258244,0.779473255388439,0.33049544529058,0.298808988416567,0.866527535021305,0.987164394464344,0.252695779781789,0.665218510665,0.21962863439694,0.754167393548414,0.172146968634108,-0.159508149398866,-1.19389315607973,1.09329934161572,0.355566647944215,0.502217728457569,0.0650713985690097,0.0149057150679887,-0.130793133864613,-0.805215354500613
0,0.45,Very Good,G,VVS2,61.4,61,1105,4.89,4.95,3.02,0.996333176270127,0.899589294567704,0.937689075013623,0.789629812818021,0.904367931187153,0.387703901156783,0.540843609254807,0.198417295236141,0.857412692392245,0.48894271068275,0.176272929091793,0.815960321162459,2.23067438199891,1.85250778072949,-1.16866613442438,0.104575989249456,0.175357956975295,1.4499700562753,1.77439949588251,0.745914457668573
1,1.01,Very Good,G,VS1,63.2,58,6618,6.38,6.34,4.02,0.993023389019072,0.894716364797205,0.975581018952653,0.31305603031069,0.692569146631286,0.63377947639674,0.515474590938538,0.482305512297899,0.880401104688644,0.00550046865828335,-0.566174701520501,-0.421855159327785,0.0443062546100402,0.0848086866297501,-0.922689199194386,-1.55911589135009,-1.70299221983764,-0.878027886343118,-0.746649600945262,-1.05096258533473
0,1.52,Ideal,F,SI1,62.3,55.1,11971,7.29,7.39,4.58,0.946078255074099,0.598095603752881,0.189088372746483,0.0959182966034859,0.247836154652759,0.51687051448971,0.416477535618469,0.168512105941772,0.598136466229335,0.892721057403833,1.03531497397345,0.255740667018202,-0.309831801358016,-0.896986103935977,-1.23679072296505,-2.30583261465664,-1.87051494924072,-1.52581895351244,-1.55080599205432,-0.759215628318251
0,0.87,Ideal,G,VS2,61.8,56,4899,6.11,6.13,3.78,0.802608367986977,0.738206942565739,0.400226296856999,0.655611985363066,0.300618242006749,0.583785972790793,0.540354409720749,0.659489276818931,0.714771049330011,0.356264356523752,-0.294881361484978,0.0897848959133389,-0.533488892408443,-0.880239994997039,-0.159264975129789,0.0170922963158682,0.586233350300909,0.160878726578654,-0.359110748604701,-1.36387865400258
0,1.03,Ideal,G,VVS2,61.2,57,8483,6.48,6.52,3.98,0.55493903066963,0.648785912897438,0.954079570947215,0.604935128474608,0.89769909507595,0.412496267817915,0.103890117257833,0.0775693363975734,0.24125121277757,0.297464098781347,-0.252123457458481,-0.281472059499213,-1.17181617690103,-1.80335215174153,-1.06837308565396,-1.01458981556723,-0.424212197601887,-0.283193230486365,-1.24132245324706,-1.45511714396419
1,1.54,Premium,G,SI2,59.4,60,7707,7.49,7.52,4.46,0.13062123931013,0.25640329066664,0.491026671836153,0.216554737417027,0.428919064812362,0.446720147971064,0.849265430588275,0.264916698681191,0.084513240493834,0.738504533655942,0.0873686752788563,1.3983673866129,-0.04649821435476,0.406726176684919,-1.31208895979941,0.941887753670435,0.878832917917951,0.392061945216054,1.42724018360234,1.13859051062765
0,1.55,Premium,H,VS2,62.7,57,10827,7.42,7.36,4.63,0.221027719555423,0.398095220793039,0.564045120729134,0.2622661201749,0.0368199036456645,0.753014882095158,0.131662460742518,0.130722555797547,0.91517353290692,0.244531180011109,-0.872334439004434,-0.0571120710235935,0.961253297965602,-0.527844774091596,0.0518774781486616,-0.547958271035822,-0.775148592673216,-0.534607855241306,0.825373345110453,-0.639259386081108
0,0.71,Very Good,E,VS2,63.7,54,2682,5.65,5.66,3.6,0.647476259386167,0.0242275656200945,0.0276500671170652,0.811624651774764,0.98858049348928,0.786481052171439,0.0656274396460503,0.8912559885066,0.646969630150124,0.243511913577095,-1.88846438255334,-0.00118675664534207,-0.0228013721841286,-0.230505531719403,1.08490297580105,-0.292538252015909,0.252648588429117,-0.526430073967611,-0.89325800716287,-1.28924167151653
1,1.08,Very Good,H,VS2,62.9,59,5515,6.47,6.56,4.1,0.478641400346533,0.19882920733653,0.884079066570848,0.739846962038428,0.604774902109057,0.718944974709302,0.0546785132028163,0.375171623425558,0.906650928780437,0.739465930964798,0.833670491181953,1.02621804210849,1.27336876611319,-0.0747657687694416,1.33391071471582,1.06435824518236,1.53308730843998,1.00179064117007,0.657039150090231,0.0716411317067376
0,1.04,Good,H,I1,63.9,58,3261,6.42,6.35,4.08,0.0893429704010487,0.832652480108663,0.260311065707356,0.111041784286499,0.627147015882656,0.0900191271211952,0.443519826978445,0.269918075762689,0.147358731599525,0.771942598978058,-0.18892862887343,-0.439614328089563,0.432754795419464,0.319788844963493,-0.0763254991589547,-0.249427247311279,-0.436962127441404,-0.675508368882611,-0.526286454340014,-0.443954044884335
1,2.22,Ideal,G,SI2,62.5,54,17123,8.28,8.35,5.2,0.752031082753092,0.56659618485719,0.704477817984298,0.755171180469915,0.215896357782185,0.693396875169128,0.677097102394328,0.721126611111686,0.881695725955069,0.860165842575952,0.683486671307918,1.7260062642403,-0.038735021705729,-0.133591849180886,-1.28557320083372,-0.749852208201545,-1.00924550520333,1.30100857900553,1.00052240856279,1.31499721264914
0,0.3,Very Good,G,VS1,62.1,55,585,4.28,4.31,2.67,0.1626743148081,0.0960033880546689,0.497974802041426,0.758159402757883,0.115751531207934,0.897830140776932,0.663688617758453,0.616072239121422,0.916977485641837,0.157863713335246,-0.154132170051837,-0.388055165625644,1.08822671636134,1.21957628072925,0.0260732039962979,1.38449094372183,2.47608194674084,0.407980949388109,1.10894286543329,-0.672779131256366
0,0.72,Fair,F,VS1,56.9,69,2879,5.93,5.77,3.33,0.914224562700838,0.763781143818051,0.565455795731396,0.904351866571233,0.371941110119224,0.997545822523534,0.3233238812536,0.912070222897455,0.174604442669079,0.610275542130694,-0.516919750435767,-0.519733245911741,-0.0535145424232108,0.040622285139611,-0.88108652036319,-0.0874478235408734,-0.331290931284613,-0.0171651622229727,0.425156472054347,0.0599748117698749
1,0.34,Very Good,D,VS2,62.9,55,805,4.43,4.47,2.8,0.274884389014915,0.21520734182559,0.911772720282897,0.313150835456327,0.733223115326837,0.502795261098072,0.841001435881481,0.892668457701802,0.227775047766045,0.98538754414767,-0.613839111681165,-0.615280068886498,0.0130372705914025,-0.64216358058473,-0.68100142798712,-0.411277406273261,-0.769957544881755,-0.12472468846475,1.58728040192777,-1.28673358745016
0,0.36,Good,D,SI1,63.1,55,663,4.54,4.59,2.88,0.209973505232483,0.611101526767016,0.703930718358606,0.175209990702569,0.948972078505903,0.110646111890674,0.35825998801738,0.53304302948527,0.237974217860028,0.4280874368269,0.440174625964051,0.119387565633108,-0.756411126765302,-0.355189652515278,0.809293099651457,0.953770297343755,1.76461380924134,-0.0505145051559577,0.919733860896993,0.40953623173335
1,0.5,Premium,E,VS2,61.8,58,1624,5.07,5.09,3.14,0.456897011492401,0.141072437399998,0.0758681809529662,0.375636777142063,0.875268876086921,0.96359150018543,0.520180133637041,0.0994764792267233,0.881982886698097,0.848297399701551,-0.315608428236476,-0.731518429033993,-0.602021976389057,-0.149433933511044,0.0775929476297936,-0.260974293185581,0.511445469227617,-0.431892279671587,-1.21319166244142,0.284438420758243
0,0.34,Premium,D,SI1,59.7,59,626,4.54,4.57,2.72,0.88374616834335,0.921443833503872,0.116527769016102,0.0110609312541783,0.457919352455065,0.729547615163028,0.703887486830354,0.895918377442285,0.264196520438418,0.040391682414338,-0.322869910088512,-0.318037807270584,0.461002806012164,0.484787700720846,-1.01624270326229,1.051216030637,0.906357496818854,-0.304391602198714,0.650366785848259,-0.0121231404006527
0,1.07,Very Good,G,SI1,63.1,59,4949,6.49,6.45,4.08,0.67314458056353,0.711334302322939,0.551786428783089,0.0694264166522771,0.589743925724179,0.0320196354296058,0.991580867441371,0.985465285601094,0.91427613212727,0.60892778984271,-0.357607660017107,0.00948413120080394,1.04584239053194,0.223581419545357,-0.477813604968634,-1.47959606166203,-0.916017008701275,-1.62301481774173,-1.15719553995037,-0.636142483728693
0,0.71,Good,I,VVS1,63.4,57,2549,5.67,5.71,3.61,0.900980063714087,0.843674336560071,0.68833838426508,0.0968330237083137,0.0957751227542758,0.19831620180048,0.752783255884424,0.51617811108008,0.571308373240754,0.0120660867542028,0.291937191912501,0.886042351663547,0.440189858597882,2.76119982600255,1.11356752431742,0.569468740262485,-0.899116380141489,-0.173007964245357,-0.156036624093065,1.61779996878209
0,0.71,Very Good,G,VS2,63.5,59,2137,5.67,5.63,3.59,0.432275244034827,0.636430374346674,0.424962809076533,0.596090340521187,0.123225995572284,0.549251749413088,0.857673566322774,0.0749914576299489,0.549613338662311,0.890385711565614,0.817320465694067,1.23066683472358,1.06857473834094,0.962504686465774,0.473131673239014,0.00282781298804846,-1.12471031789073,-1.08594887458181,-1.80362857862479,-0.795143147568991
0,1.41,Very Good,J,VS1,59.4,59,7636,7.34,7.38,4.37,0.782566107343882,0.53423620108515,0.0998495446983725,0.0316907262895256,0.661635437514633,0.816964496858418,0.0381406105589122,0.498212565202266,0.888795567909256,0.916646064026281,-0.903023636575981,-0.167647810103875,-0.483483257444622,-0.940651479058034,-0.790490162187458,-0.529705312063018,0.517750161110591,-0.519764946982282,0.694032441342227,1.01854222631776
0,1.51,Very Good,G,VS2,63.5,57,12872,7.23,7.19,4.58,0.882374751847237,0.255881004966795,0.175129624316469,0.994495852384716,0.295730496291071,0.421951542142779,0.544175821123645,0.666700948961079,0.799780071247369,0.978789903223515,-0.301775236122201,0.812162098993308,0.103588644080645,1.20882410552885,-0.727464061189353,-1.08231129674137,-0.232624810180484,0.461017499635916,0.805709228789336,1.12918628646016
0,1.07,Premium,H,VS2,62.4,59,5498,6.53,6.46,4.05,0.143520487472415,0.400131663773209,0.709991128649563,0.805544549366459,0.80069427145645,0.720799030968919,0.704889363842085,0.594457000028342,0.611371170962229,0.891369600081816,-2.34112557498005,-1.22664110211175,0.879010764797208,1.12832079455772,1.20707885633251,1.2856294676174,-0.163253484702248,0.213409411219705,0.250283211177178,0.151872710285029
